application_number;application_date;registration_date;application_language_code;second_language_code;expiry_date;name
21503;018063427;2019-05-10;2019-12-13;en;es;2029-05-10;HICH
21504;018063428;2019-05-11;2019-11-23;en;fr;2029-05-11;GUD
21505;018063429;2019-05-11;2020-01-25;de;en;2029-05-11;FineLine Innovation
21506;018063430;2019-05-11;2020-07-03;de;en;2029-05-11;Fine Decor
21507;018063437;2019-05-11;2019-08-31;pl;en;2029-05-11;EMERALDS AND CROCODILES
21508;018063440;2019-05-12;2019-08-23;en;it;2029-05-12;CREMA LIBRE
21509;018063441;2019-05-12;2020-05-22;en;it;2029-05-12;MAKARON
21510;018063442;2019-05-12;2019-08-23;en;it;2029-05-12;LUKA UME
21511;018063445;2019-05-12;2019-08-24;en;es;2029-05-12;Ossus
21512;018063449;2019-05-12;2019-08-23;en;de;2029-05-12;Vitalute
21513;018063450;2019-05-12;2019-10-03;de;en;2029-05-12;ZABAG
21514;018063451;2019-05-12;2019-10-19;it;en;2029-05-12;JimWilla
21515;018063455;2019-05-13;2019-11-06;en;fr;2029-05-13;BLUE RAZZ
21516;018063456;2019-05-13;2019-09-10;en;es;2029-05-13;RISKDX
21517;018063459;2019-05-13;2019-09-10;de;en;2029-05-13;Schleusenkonzert
21518;018063462;2019-05-13;2019-08-23;es;en;2029-05-13;SFER IK
21519;018063464;2019-05-13;2019-11-09;de;en;2029-05-13;Cotta
21520;018063465;2019-05-13;2019-11-09;de;en;2029-05-13;Klett-Cotta
21521;018063467;2019-05-13;2019-09-28;es;en;2029-05-13;SFERE IK
21522;018063468;2019-05-13;2019-08-28;en;de;2029-05-13;Coolives
21523;018063471;2019-05-13;2019-09-28;es;en;2029-05-13;MUSEION
21524;018063472;2019-05-13;2019-09-06;en;fr;2029-05-13;ReformBnB
21525;018063476;2019-05-13;2019-09-10;en;de;2029-05-13;VOGUE
21526;018063477;2019-05-13;2019-10-08;de;en;2029-05-13;Die Markenfrau
21527;018063478;2019-05-13;2019-08-28;sv;en;2029-05-13;MICROPOL
21528;018063480;2019-05-13;2020-05-22;de;en;2029-05-13;KASOTOOL
21529;018063482;2019-05-13;2019-09-24;fr;en;2029-05-13;VGM
21530;018063485;2019-05-13;2019-09-13;cs;en;2029-05-13;DALMATIN
21531;018063486;2019-05-13;2019-10-03;en;it;2029-05-13;DR ROCCO'S
21532;018063487;2019-05-13;2019-10-22;en;fr;2029-05-13;QUANTUM
21533;018063488;2019-05-13;2019-11-22;nl;en;2029-05-13;The Back-Up Plan
21534;018063489;2019-05-13;2019-08-24;en;it;2029-05-13;Disorder
21535;018063492;2019-05-13;2019-09-12;sv;en;2029-05-13;KLINT
21536;018063497;2019-05-13;2020-01-22;es;en;2029-05-13;EVO COLORS
21537;018063498;2019-05-09;2019-09-18;de;en;2029-05-09;Hotel Living
21538;018063499;2019-05-09;2019-08-23;it;en;2029-05-09;RAPHA MYR
21539;018063500;2019-05-09;2019-09-18;it;en;2029-05-09;ISKO WILD
21540;018063502;2019-05-09;2020-10-21;fr;en;2029-05-09;MAISON ET STYLES
21541;018063512;2019-05-09;2020-03-18;fr;en;2029-05-09;EFFORTLESS
21542;018063515;2019-05-10;2019-08-24;pl;en;2029-05-10;ELIMELI
21543;018063519;2019-05-10;2019-10-03;en;de;2029-05-10;PocketCell
21544;018063520;2019-05-10;2019-09-10;de;en;2029-05-10;NETWAYS
21545;018063522;2019-05-10;2019-10-02;es;en;2029-05-10;UP2 HOSTEL EXPERIENCE
21546;018063524;2019-05-10;2019-08-23;de;en;2029-05-10;SPORTPASS by Gymhopper
21547;018063525;2019-05-10;2019-08-28;lt;en;2029-05-10;Give stories, not stuff
21548;018063528;2019-05-10;2019-10-25;sv;en;2029-05-10;Peerheart
21549;018063532;2019-05-10;2019-10-09;nl;en;2029-05-10;FOAMTRONIC
21550;018063533;2019-05-10;2019-09-20;it;en;2029-05-10;CHOCORILLA
21551;018063537;2019-05-10;2019-08-24;en;de;2029-05-10;PA6 T372
21552;018063538;2019-05-10;2020-05-22;da;en;2029-05-10;Nordic Weaving
21553;018063539;2019-05-10;2019-10-09;de;en;2029-05-10;Wassergleitebene
21554;018063540;2019-05-10;2019-09-28;en;de;2029-05-10;Sorrentocello
21555;018063542;2019-05-10;2019-08-24;en;de;2029-05-10;PA6 T373
21556;018063543;2019-05-10;2019-08-28;en;de;2029-05-10;PA6 T370
21557;018063545;2019-05-10;2019-10-09;de;en;2029-05-10;Hippo-GRIT
21558;018063546;2019-05-10;2019-08-28;en;de;2029-05-10;PA6 T321
21559;018063547;2019-05-10;2019-08-28;en;de;2029-05-10;PA6 T851
21560;018063550;2019-05-10;2019-08-28;en;de;2029-05-10;PA6 T051
21561;018063551;2019-05-10;2019-08-28;en;de;2029-05-10;PA6 T052
21562;018063555;2019-05-10;2020-02-29;en;it;2029-05-10;Nano Cap LDO
21563;018063557;2019-05-10;2020-02-20;en;it;2029-05-10;Everest
21564;018063564;2019-05-10;2020-03-06;en;de;2029-05-10;KIOXIA
21565;018063566;2019-05-10;2019-10-03;en;de;2029-05-10;ACID-STAT
21566;018063567;2019-05-10;2019-12-04;de;en;2029-05-10;BEAT
21567;018063569;2019-05-10;2019-09-06;en;de;2029-05-10;ENTRELEC
21568;018063572;2019-05-10;2019-10-02;nl;en;2029-05-10;WRTS
21569;018063577;2019-05-10;2020-10-29;de;en;2029-05-10;JAZZ
21570;018063578;2019-05-10;2019-10-03;en;fr;2029-05-10;PHYTO +
21571;018063579;2019-05-10;2019-10-22;de;en;2029-05-10;SWING
21572;018063581;2019-05-10;2019-09-05;it;en;2029-05-10;DATAMETEO
21573;018063583;2019-05-10;2019-08-23;it;en;2029-05-10;CIMA InLane
21574;018063584;2019-05-10;2019-10-22;de;en;2029-05-10;TEKNO
21575;018063585;2019-05-10;2019-08-23;en;it;2029-05-10;YunLone
21576;018063592;2019-05-10;2019-10-16;de;en;2029-05-10;LOOPALOO
21577;018063594;2019-05-10;2019-10-23;nl;en;2029-05-10;KARIFY
21578;018063597;2019-05-10;2019-08-23;en;it;2029-05-10;targetuni
21579;018063599;2019-05-10;2019-09-24;en;fr;2029-05-10;KIMAY
21580;018063602;2019-05-10;2019-09-18;en;fr;2029-05-10;DAPTOMYCIN RF - BAXTER
21581;018063605;2019-05-10;2019-10-16;de;en;2029-05-10;Vinces
21582;018063609;2019-05-10;2019-11-01;fr;en;2029-05-10;Mix & Clo
21583;018063610;2019-05-10;2019-08-30;en;fr;2029-05-10;Ogab
21584;018063612;2019-05-10;2019-09-13;en;fr;2029-05-10;CIRCLE LINE
21585;018063613;2019-05-10;2019-10-02;en;fr;2029-05-10;INSTAMASK
21586;018063614;2019-05-10;2019-09-13;en;fr;2029-05-10;DISTRICT LINE
21587;018063615;2019-05-10;2019-08-24;en;de;2029-05-10;INTERRECHERCHE EUFUNDINGHUB
21588;018063616;2019-05-10;2019-09-13;en;fr;2029-05-10;JUBILEE LINE
21589;018063617;2019-05-10;2019-08-23;en;de;2029-05-10;INCULTUS
21590;018063618;2019-05-10;2019-09-24;de;en;2029-05-10;ICRUSH
21591;018063621;2019-05-10;2020-01-09;fr;en;2029-05-10;LA FRENCHISSIME
21592;018063622;2019-05-10;2019-09-13;en;fr;2029-05-10;NORTHERN LINE
21593;018063623;2019-05-10;2019-10-03;fr;en;2029-05-10;PLAFOND RESPIRANT
21594;018063624;2019-05-10;2019-09-13;en;fr;2029-05-10;PICCADILLY LINE
21595;018063625;2019-05-10;2019-10-03;fr;en;2029-05-10;BREATHING CEILING
21596;018063626;2019-05-10;2019-10-04;en;it;2029-05-10;SECUBOND
21597;018063631;2019-05-10;2019-11-13;en;de;2029-05-10;Nestling
21598;018063633;2019-05-10;2019-08-23;en;de;2029-05-10;Jewlpire
21599;018063637;2019-05-10;2019-09-03;fr;en;2029-05-10;AMARIS CONSULTING
21600;018063638;2019-05-10;2019-09-12;de;en;2029-05-10;Parkvi
21601;018063640;2019-05-11;2019-08-23;en;it;2029-05-11;Capmesso
21602;018063644;2019-05-11;2019-08-23;de;en;2029-05-11;Oh!Thanks
21603;018063646;2019-05-11;2019-09-21;en;de;2029-05-11;PSYREN
21604;018063648;2019-05-11;2019-08-23;de;en;2029-05-11;ETREE
21605;018063649;2019-05-11;2019-10-19;it;en;2029-05-11;e-overament
21606;018063650;2019-05-12;2019-08-23;de;en;2029-05-12;CryptoCaptain
21607;018063652;2019-05-12;2019-11-12;de;en;2029-05-12;INWELL
21608;018063657;2019-05-12;2020-05-22;sv;en;2029-05-12;Stay Clear
21609;018063659;2019-07-16;2019-12-21;es;en;2029-07-16;ROSALIA FLOWERS
21610;018063660;2019-05-12;2020-10-25;en;es;2029-05-12;T2T Time to Travel International
21611;018063661;2019-05-12;2019-08-23;es;en;2029-05-12;inkidy
21612;018063667;2019-05-13;2019-08-28;ro;en;2029-05-13;PRETZ
21613;018063672;2019-05-13;2019-08-28;en;it;2029-05-13;Luclay
21614;018063673;2019-05-13;2020-02-21;de;en;2029-05-13;HERZ Messtechnik
21615;018063678;2019-05-13;2019-10-24;en;de;2029-05-13;GOOGLE NEST
21616;018063679;2019-05-13;2019-09-27;fr;en;2029-05-13;KLAXOON NEW PLAYGROUND FOR TEAM PLAYERS
21617;018063682;2019-05-13;2019-08-31;bg;en;2029-05-13;FUNATIC FOAM
21618;018063683;2019-05-13;2019-09-28;en;de;2029-05-13;Ceylon Chi
21619;018063684;2019-05-13;2019-08-23;fr;en;2029-05-13;HAPPY AGE
21620;018063685;2019-05-13;2019-11-30;en;de;2029-05-13;OJI
21621;018063691;2019-05-13;2019-11-19;pl;en;2029-05-13;Beautique
21622;018063695;2019-05-13;2019-08-30;en;it;2029-05-13;AVANTMONEY
21623;018063696;2019-05-13;2019-08-30;en;it;2029-05-13;AVANTFINANCE
21624;018063697;2019-05-13;2019-10-03;nl;en;2029-05-13;WORTELL
21625;018063698;2019-05-13;2019-10-26;en;de;2029-05-13;HOMES & VILLAS BY MARRIOTT INTERNATIONAL
21626;018063701;2019-05-13;2019-10-02;en;it;2029-05-13;NGS
21627;018063702;2019-05-13;2019-09-19;es;en;2029-05-13;OPTIMIST
21628;018063703;2019-05-13;2019-10-05;en;de;2029-05-13;STABLEVISC
21629;018063704;2019-05-13;2019-10-03;en;fr;2029-05-13;TRUSENSE
21630;018063705;2019-05-13;2019-10-03;de;en;2029-05-13;Atussal
21631;018063708;2019-05-13;2020-03-10;en;de;2029-05-13;CLEARVISC
21632;018063711;2019-05-13;2019-09-05;en;fr;2029-05-13;9FORTY
21633;018063712;2019-05-13;2019-09-12;en;de;2029-05-13;HyBaTec
21634;018063713;2019-05-13;2019-10-29;es;en;2029-05-13;RIGUAL
21635;018063718;2019-05-13;2019-11-15;fr;en;2029-05-13;SNEAKERS FRIDAY
21636;018063719;2019-05-13;2019-10-03;da;en;2029-05-13;VESTAS
21637;018063720;2019-05-13;2020-01-17;es;en;2029-05-13;SKAVA
21638;018063721;2019-05-13;2019-10-03;nl;en;2029-05-13;HUZ
21639;018063722;2019-05-13;2019-11-23;de;en;2029-05-13;Flexxter
21640;018063723;2019-05-13;2019-10-03;en;fr;2029-05-13;BEIGIC
21641;018063725;2019-05-13;2019-10-03;en;it;2029-05-13;AXXANA
21642;018063732;2019-05-13;2019-08-24;en;de;2029-05-13;POWEREXPAND
21643;018063736;2019-05-13;2019-08-24;sv;en;2029-05-13;PLAYKNOWLOGY
21644;018063737;2019-05-13;2019-11-27;en;fr;2029-05-13;Crew Hawk
21645;018063738;2019-05-13;2019-10-03;pt;en;2029-05-13;STAKOIN
21646;018063741;2019-05-13;2019-10-12;en;de;2029-05-13;MUSCLE MLK
21647;018063746;2019-05-13;2019-10-19;en;it;2029-05-13;HAIR BENDER
21648;018063747;2019-05-13;2019-08-28;en;fr;2029-05-13;Wolfwalkers
21649;018063794;2019-05-09;2019-11-13;en;it;2029-05-09;mambobaby
21650;018063838;2019-05-13;2019-10-29;es;en;2029-05-13;X NOTCO
21651;018063839;2019-05-13;2019-08-28;en;fr;2029-05-13;FILTEROO
21652;018063841;2019-05-13;2019-09-03;en;fr;2029-05-13;CENTURION
21653;018063842;2019-05-13;2019-10-02;de;en;2029-05-13;one.two.free!
21654;018063844;2019-05-13;2019-09-26;es;en;2029-05-13;X NOTCO NOT MAYO
21655;018063845;2019-05-13;2019-08-28;en;de;2029-05-13;BELGANCE
21656;018063846;2019-05-13;2019-08-30;de;en;2029-05-13;(THE MERCER)
21657;018063847;2019-05-13;2019-10-26;es;en;2029-05-13;X NOTCO NOT BURGER
21658;018063850;2019-05-13;2019-10-26;es;en;2029-05-13;X NOTCO NOT MILK
21659;018063851;2019-05-13;2019-09-12;sv;en;2029-05-13;SANIRIBS
21660;018063852;2019-05-13;2019-10-26;es;en;2029-05-13;X NOTCO NOT ICE CREAM
21661;018063893;2019-05-13;2019-09-28;en;fr;2029-05-13;kwok cho
21662;018063895;2019-05-13;2019-09-26;en;fr;2029-05-13;Seinal
21663;018063896;2019-05-13;2020-01-04;fr;en;2029-05-13;BRIDGE UP
21664;018063898;2019-05-13;2019-09-06;de;en;2029-05-13;Netzlicht
21665;018063901;2019-05-13;2019-09-18;sv;en;2029-05-13;Chromia
21666;018063912;2019-05-13;2019-10-05;it;en;2029-05-13;TRENDART
21667;018063917;2019-05-13;2019-09-24;en;de;2029-05-13;GOODBYE BAD STUFF
21668;018063919;2019-05-13;2019-09-18;sv;en;2029-05-13;Chromaway
21669;018063920;2019-05-13;2019-10-30;en;fr;2029-05-13;LINX PRINTERNET
21670;018063921;2019-05-13;2019-10-26;de;en;2029-05-13;FloraPap
21671;018063922;2019-05-13;2019-09-13;cs;en;2029-05-13;DALMATÍNEK
21672;018063927;2019-05-13;2019-09-26;es;en;2029-05-13;D CRUX
21673;018063928;2019-05-13;2019-09-26;es;en;2029-05-13;DELTA CRUX
21674;018063929;2019-05-13;2019-09-24;de;en;2029-05-13;Coronorm
21675;018063930;2019-05-13;2019-10-03;de;en;2029-05-13;TUBIJET
21676;018063931;2019-05-13;2019-09-27;en;de;2029-05-13;EMPOWERING POTENTIAL
21677;018063934;2019-05-13;2019-10-03;de;en;2029-05-13;TUBIVIS
21678;018063935;2019-05-13;2019-10-04;de;en;2029-05-13;ALPATEC
21679;018063938;2019-05-13;2019-11-19;en;de;2029-05-13;EYE90 MICROSPHERES
21680;018063941;2019-05-13;2019-10-03;de;en;2029-05-13;TUBASSIST
21681;018063945;2019-05-13;2019-09-26;pl;en;2029-05-13;DIAMENTÓWKA
21682;018063947;2019-05-13;2020-01-03;nl;en;2029-05-13;DASHBAR
21683;018063948;2019-05-13;2019-08-28;pl;en;2029-05-13;HOKEY POKEJ
21684;018063950;2019-05-13;2019-10-08;de;en;2029-05-13;neoventi
21685;018063951;2019-05-13;2019-09-25;fr;en;2029-05-13;Bamboost
21686;018063952;2019-05-13;2019-08-28;en;fr;2029-05-13;TRUEART IRONS
21687;018063954;2019-05-13;2019-10-02;en;fr;2029-05-13;M_USE
21688;018063955;2019-05-13;2019-10-31;fr;en;2029-05-13;I am Loxam
21689;018063957;2019-05-13;2019-09-21;en;it;2029-05-13;CONNECT THE UNCONNECTED
21690;018063958;2019-05-13;2019-10-26;de;en;2029-05-13;swepact
21691;018063959;2019-05-13;2019-10-03;nl;en;2029-05-13;BLUE WHALE
21692;018063960;2019-05-13;2019-10-03;de;en;2029-05-13;presize
21693;018063962;2019-05-13;2019-10-30;fr;en;2029-05-13;PATOU
21694;018063967;2019-05-13;2019-10-08;de;en;2029-05-13;EcoForce
21695;018063968;2019-05-13;2019-08-24;en;fr;2029-05-13;commountain
21696;018063970;2019-05-13;2019-10-03;en;de;2029-05-13;ECOLUTION
21697;018063972;2019-05-13;2019-10-03;en;it;2029-05-13;RHEMA
21698;018063973;2019-05-13;2019-10-04;de;en;2029-05-13;blueofficelounge
21699;018063975;2019-05-13;2019-10-23;it;en;2029-05-13;CHORALTRUST
21700;018063976;2019-05-13;2019-10-26;de;en;2029-05-13;Rasta Girls
21701;018063977;2019-05-13;2019-11-01;it;en;2029-05-13;BLOCKCHAINPLAZA
21702;018063979;2019-05-13;2019-10-03;de;en;2029-05-13;BLITZ
21703;018063981;2019-05-13;2019-08-31;fr;en;2029-05-13;All High Need
21704;018063983;2019-05-13;2019-09-06;en;it;2029-05-13;Million Arthur : Arcana Blood
21705;018063985;2019-05-13;2019-09-05;hu;en;2029-05-13;GEPIDA
21706;018063989;2019-05-13;2019-10-02;en;fr;2029-05-13;TT SENSOR PLUS
21707;018063992;2019-05-13;2020-01-04;en;fr;2029-05-13;TT SENSOR
21708;018063996;2019-05-13;2020-01-25;en;fr;2029-05-13;The Healthcare Improvement Studies Institute
21709;018063997;2019-05-13;2019-09-06;en;fr;2029-05-13;L'OREAL PARIS NEW YEAR, NEW SKIN
21710;018063998;2019-05-13;2020-01-25;en;fr;2029-05-13;THIS Institute
21711;018063999;2019-05-13;2019-09-06;en;fr;2029-05-13;PARIS ELECTRIC SEASON
21712;018064004;2019-05-13;2020-05-29;en;fr;2029-05-13;THISCOVERY
21713;018064006;2019-05-14;2019-08-30;pl;en;2029-05-14;Grande Medica
21714;018064010;2019-05-14;2020-03-16;pl;en;2029-05-14;IGA SARZYŃSKA
21715;018064012;2019-05-14;2019-08-28;da;en;2029-05-14;ProShed
21716;018064015;2019-05-14;2019-09-28;bg;en;2029-05-14;TOPStrengthener
21717;018064016;2019-05-14;2019-10-22;de;en;2029-05-14;ROBOLIVE
21718;018064017;2019-05-14;2019-12-11;en;it;2029-05-14;Springbuilder
21719;018064020;2019-05-14;2019-11-27;en;fr;2029-05-14;O-HUB
21720;018064023;2019-05-14;2019-09-26;nl;en;2029-05-14;GRAPHICAPS
21721;018064030;2019-05-14;2019-09-10;en;de;2029-05-14;YSDING
21722;018064037;2019-05-14;2019-10-04;en;fr;2029-05-14;WABILOGIC
21723;018064039;2019-05-14;2019-11-13;nl;en;2029-05-14;e-Meta
21724;018064043;2019-05-14;2019-09-26;es;en;2029-05-14;MESO.PROF
21725;018064049;2019-05-14;2019-09-24;it;en;2029-05-14;HEYLA
21726;018064053;2019-05-14;2019-08-28;it;en;2029-05-14;NEW LIMITS
21727;018064054;2019-05-14;2019-08-30;de;en;2029-05-14;ASPRITER
21728;018064061;2019-05-14;2019-08-28;da;en;2029-05-14;NYHAVN 17
21729;018064062;2019-05-14;2020-02-22;en;it;2029-05-14;THEM.
21730;018064064;2019-05-14;2019-10-11;de;en;2029-05-14;EUROPATH SELECTOR
21731;018064071;2019-05-14;2019-10-04;nl;en;2029-05-14;GRIPLINE
21732;018064076;2019-05-14;2019-08-30;en;es;2029-05-14;CRYING OCEANS
21733;018064077;2019-05-14;2019-09-17;de;en;2029-05-14;tubee
21734;018064078;2019-05-14;2019-09-17;de;en;2029-05-14;SCHOTT tubee
21735;018064080;2019-05-14;2019-10-04;de;en;2029-05-14;SALEXIUS
21736;018064083;2019-05-14;2019-08-30;pl;en;2029-05-14;HostBill
21737;018064086;2019-05-14;2019-10-30;en;fr;2029-05-14;VENI INFANTINO
21738;018064091;2019-05-14;2019-08-30;de;en;2029-05-14;doxx media content creation
21739;018064093;2019-05-14;2019-09-27;it;en;2029-05-14;SPIRITHERAPY
21740;018064094;2019-05-14;2019-10-03;de;en;2029-05-14;UNDERBOLD
21741;018064096;2019-05-14;2019-10-03;en;it;2029-05-14;mAncient
21742;018064107;2019-05-14;2019-10-03;en;it;2029-05-14;HAWKES BAY HOLDINGS
21743;018064113;2019-05-14;2019-10-03;en;it;2029-05-14;SART Underwriting
21744;018064115;2019-05-14;2019-09-10;en;fr;2029-05-14;KAPTON
21745;018064117;2019-05-14;2019-08-30;de;en;2029-05-14;formspiele
21746;018064118;2019-05-14;2019-10-03;en;it;2029-05-14;PRINCIPIA UNDERWRITING
21747;018064120;2019-05-14;2019-10-04;en;de;2029-05-14;ENDOSEE
21748;018064121;2019-05-14;2019-09-24;en;de;2029-05-14;KABUKI WARRIORS
21749;018064124;2019-05-14;2019-10-03;en;it;2029-05-14;MUSE UNDERWRITING
21750;018064125;2019-05-14;2019-09-24;en;it;2029-05-14;HESSONITE MORTGAGES
21751;018064126;2019-05-14;2019-08-30;de;en;2029-05-14;Slidebloc
21752;018064128;2019-05-14;2019-09-24;en;it;2029-05-14;HYALITE MORTGAGES
21753;018064132;2019-05-14;2019-10-18;en;it;2029-05-14;ACCELERANT
21754;018064140;2019-05-14;2019-08-28;en;fr;2029-05-14;BELLE SPLENDOR
21755;018064154;2019-05-13;2019-09-26;es;en;2029-05-13;X NOTCO NOT  CHOCOLATE
21756;018064155;2019-05-13;2019-09-28;fi;en;2029-05-13;Explores
21757;018064157;2019-05-13;2019-09-26;en;fr;2029-05-13;NEJE
21758;018064159;2019-05-13;2019-09-25;en;fr;2029-05-13;Kmasic
21759;018064160;2019-05-13;2019-08-24;en;it;2029-05-13;BENTSAI
21760;018064161;2019-05-13;2019-09-25;en;fr;2029-05-13;OenFoto
21761;018064162;2019-05-13;2019-09-26;fr;en;2029-05-13;ANPQP
21762;018064163;2019-05-13;2019-09-26;en;fr;2029-05-13;Pedfsy
21763;018064164;2019-05-13;2019-08-24;en;it;2029-05-13;Lancoon
21764;018064165;2019-05-13;2020-10-19;sv;en;2029-05-13;PECKAS
21765;018064166;2019-05-13;2019-09-17;de;en;2029-05-13;U-Dating.Club
21766;018064167;2019-05-13;2019-09-25;en;fr;2029-05-13;YOU YUN
21767;018064169;2019-05-13;2019-09-26;en;fr;2029-05-13;KAI DE
21768;018064170;2019-05-13;2019-09-26;en;fr;2029-05-13;YUE KAI
21769;018064171;2019-05-13;2019-08-24;nl;en;2029-05-13;ZONE – 365
21770;018064174;2019-05-13;2020-01-15;it;en;2029-05-13;Bomnie
21771;018064176;2019-05-13;2019-11-06;en;es;2029-05-13;COLEMAN ONESOURCE
21772;018064177;2019-05-13;2019-09-28;en;it;2029-05-13;Aztec Gold Megaways
21773;018064178;2019-05-13;2019-09-28;en;it;2029-05-13;Raging Reindeer
21774;018064179;2019-05-13;2019-09-28;en;it;2029-05-13;Hot Spin Deluxe
21775;018064180;2019-05-13;2019-09-28;en;it;2029-05-13;Lucky Dragon
21776;018064181;2019-05-13;2019-09-28;en;it;2029-05-13;Ghosts N Gold
21777;018064184;2019-05-13;2019-09-28;en;it;2029-05-13;The Night Queen
21778;018064188;2019-05-13;2019-09-28;en;it;2029-05-13;Lost Boys Loot
21779;018064189;2019-05-13;2019-09-28;en;it;2029-05-13;Gladiators Go WIld
21780;018064190;2019-05-13;2019-09-28;en;it;2029-05-13;Super Diamond Wild
21781;018064191;2019-05-13;2020-05-22;en;it;2029-05-13;Wild Ape
21782;018064192;2019-05-13;2019-10-03;nl;en;2029-05-13;CHEFFIX
21783;018064193;2019-05-13;2019-08-30;nl;en;2029-05-13;SCYTHE
21784;018064195;2019-05-13;2019-10-26;es;en;2029-05-13;X NOTCO NOT YOGURT
21785;018064196;2019-05-13;2019-10-03;nl;en;2029-05-13;CONNECTIS
21786;018064199;2019-05-13;2019-08-27;de;en;2029-05-13;OMNI/COA
21787;018064200;2019-05-13;2020-03-31;es;en;2029-05-13;WHY NOT?
21788;018064202;2019-05-13;2019-10-03;de;en;2029-05-13;Magic Glass
21789;018064203;2019-05-13;2019-10-03;de;en;2029-05-13;Magic Light
21790;018064204;2019-05-13;2019-10-04;en;fr;2029-05-13;SYNERGIE
21791;018064205;2019-05-13;2019-08-31;de;en;2029-05-13;Multilind DermaProtect
21792;018064206;2019-05-13;2019-10-03;en;it;2029-05-13;LIPSENSE LIPSMOOTH
21793;018064209;2019-05-13;2019-09-05;it;en;2029-05-13;REPLAIS
21794;018064213;2019-05-13;2020-01-17;en;fr;2029-05-13;BLUE PRISM
21795;018064214;2019-05-13;2019-10-31;pt;en;2029-05-13;UNIVERSIDADE FERNANDO PESSOA
21796;018064215;2019-05-13;2019-09-28;sl;en;2029-05-13;PERFIN
21797;018064217;2019-05-13;2019-10-31;pt;en;2029-05-13;FUNDAÇÃO ENSINO E CULTURA FERNANDO PESSOA
21798;018064218;2019-05-13;2019-10-31;pt;en;2029-05-13;HOSPITAL-ESCOLA DA UNIVERSIDADE FERNANDO PESSOA
21799;018064221;2019-05-13;2019-08-30;de;en;2029-05-13;Pizza is Life
21800;018064223;2019-05-13;2019-09-18;en;it;2029-05-13;STORM HUNTERS
21801;018064225;2019-05-13;2019-10-19;it;en;2029-05-13;GULSRY
21802;018064227;2019-05-13;2019-11-09;en;es;2029-05-13;MAGICAL MISCHIEF
21803;018064228;2019-05-13;2019-11-09;en;es;2029-05-13;DARK ARTS
21804;018064229;2019-05-14;2019-08-30;en;de;2029-05-14;LEVELLO
21805;018064232;2019-05-14;2019-08-24;en;de;2029-05-14;JIOUDAO
21806;018064236;2019-05-14;2019-11-16;pl;en;2029-05-14;WINTERMANN
21807;018064237;2019-05-14;2019-09-21;pl;en;2029-05-14;BIG VOLUME BANG
21808;018064239;2019-05-14;2019-08-28;en;it;2029-05-14;ANDISKY
21809;018064240;2019-05-14;2020-02-28;pl;en;2029-05-14;IGA SARZYŃSKA WZRUSZA TORUŃ
21810;018064244;2019-05-14;2019-08-30;en;it;2029-05-14;Fastlink
21811;018064252;2019-05-14;2019-10-04;nl;en;2029-05-14;FINDER FINANCIALS
21812;018064253;2019-05-14;2019-09-17;de;en;2029-05-14;Push 4
21813;018064254;2019-05-14;2019-10-30;en;de;2029-05-14;TAM INTERNATIONAL
21814;018064255;2019-05-14;2019-10-03;es;en;2029-05-14;HUBTYPE
21815;018064257;2019-05-14;2019-10-03;de;en;2029-05-14;Notfallsticker
21816;018064258;2019-05-14;2019-09-24;nl;en;2029-05-14;DokterShield
21817;018064259;2019-05-14;2019-10-22;en;fr;2029-05-14;LLOOVVEE
21818;018064260;2019-05-14;2019-09-25;fr;en;2029-05-14;Bela Luga Soko
21819;018064265;2019-05-14;2019-11-27;en;fr;2029-05-14;TX-TRAILERFIT
21820;018064272;2019-05-14;2019-10-30;es;en;2029-05-14;PGH DIENTEX
21821;018064281;2019-05-14;2019-09-21;en;es;2029-05-14;HEETS TERRA
21822;018064282;2019-05-14;2019-10-15;en;fr;2029-05-14;HI-FI HOPS
21823;018064283;2019-05-14;2019-09-21;en;es;2029-05-14;TERRA
21824;018064284;2019-05-14;2019-08-28;sv;en;2029-05-14;SOUTHERN BULLDOG
21825;018064285;2019-05-14;2019-10-23;nl;en;2029-05-14;BERDAL
21826;018064287;2019-05-14;2019-09-26;en;de;2029-05-14;dynadesk
21827;018064288;2019-05-14;2019-11-15;nl;en;2029-05-14;CATALYZE
21828;018064289;2019-05-14;2019-10-04;de;en;2029-05-14;365Pocket
21829;018064291;2019-05-14;2019-08-30;es;en;2029-05-14;Browtique
21830;018064292;2019-05-14;2019-09-10;de;en;2029-05-14;Calotti
21831;018064296;2019-05-14;2019-09-17;pl;en;2029-05-14;MELVIT FIT ROLLS
21832;018064305;2019-05-14;2019-09-26;en;es;2029-05-14;TEXTUROLE
21833;018064306;2019-05-14;2019-09-06;fr;en;2029-05-14;Macadam Gallery
21834;018064307;2019-05-14;2019-09-21;nl;en;2029-05-14;Citees
21835;018064308;2019-05-14;2019-09-06;en;it;2029-05-14;TORN
21836;018064314;2019-05-14;2019-08-28;en;it;2029-05-14;ROCK’N ROME
21837;018064315;2019-05-14;2019-09-24;en;fr;2029-05-14;NEWEDGE
21838;018064317;2019-05-14;2019-08-28;en;it;2029-05-14;RIVA SOLARE
21839;018064322;2019-05-14;2019-08-28;en;it;2029-05-14;DOLCE ESTASI
21840;018064325;2019-05-14;2019-09-28;en;fr;2029-05-14;Meetlight
21841;018064326;2019-05-14;2019-08-30;nl;en;2029-05-14;SCOOVI
